tax_id	species	genus	family	order	class	phylum	superkingdom	F101_concat_SUP_FilteredReads	F103_concat_SUP_FilteredReads	F105_concat_SUP_FilteredReads	F107_concat_SUP_FilteredReads	F109_concat_SUP_FilteredReads	F113_concat_SUP_FilteredReads	F115_concat_SUP_FilteredReads	F100_concat_SUP_FilteredReads	F102_concat_SUP_FilteredReads	F106_concat_SUP_FilteredReads	F108_concat_SUP_FilteredReads	F110_concat_SUP_FilteredReads	F112_concat_SUP_FilteredReads	F114_concat_SUP_FilteredReads	F116_concat_SUP_FilteredReads	F117_concat_SUP_FilteredReads	F119_concat_SUP_FilteredReads	F120_concat_SUP_FilteredReads	F122_concat_SUP_FilteredReads	F124_concat_SUP_FilteredReads	F126_concat_SUP_FilteredReads	F128_concat_SUP_FilteredReads	F121_concat_SUP_FilteredReads	F123_concat_SUP_FilteredReads	F125_concat_SUP_FilteredReads	F127_concat_SUP_FilteredReads	F129_concat_SUP_FilteredReads	F131_concat_SUP_FilteredReads	F130_concat_SUP_FilteredReads	F132_concat_SUP_FilteredReads	F134_concat_SUP_FilteredReads
1598	Lactobacillus reuteri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	708.5271326780826	29319.70771893772	8162.753884402158			22090.69674454206	763.4695630419695	24352.56908602189	21277.995065464605	66.2095980261631	19096.9292780268	138.29871766768983	29855.699247399367	14250.25917048904	10282.494656008588	4462.2928766213245	27924.44524223569	12409.77093489953	9320.035717110222	1537.1691358967116	12156.285996436503	7522.80687779912	9090.689754408442	14345.699163603042	1053.6300062809637	2121.565081878806	1228.983453050212	95.16032110293882	14805.212374694567	12060.679092529615	18905.248216746
1599	Lactobacillus sakei	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																							25.0420210441324								
1600	Lactobacillus acetotolerans	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria					10.497333777729432							14.88000887339181		15.889981816192565				11.547662551851978		23.10242092954348					11.034224726434056	10.613983640690538		11.976361100798057	13.022724223505998	30.52886665522089	
1604	Lactobacillus amylovorus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		21.85511713037311			46.28690020858741	45.033454900921846	29.92741769086888	41.81958140120884	34.84688361781822			61.45063298512108	51.46206032058665	39.974850720839456	29.83599042696868		39.34738005436621	54.62063514224512			81.99090822623064	50.4124609612912	60.312059206674846	17.089474539616024	60.4600498833623	25.53020926234325	14.061875543836626	54.349863837061925	69.00438458697415	47.78568758336724	53.59015038872697
160404	Anaerotignum lactatifermentans	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	13.028080233118915			232.46840496089797		165.9227492457195		31.71283885951957	16.03215980438882	66.2113116779185	1474.7594103845595		113.83347992054766		11.0279706601467	19.04471712689316	93.96058863307827	80.83743781361403	28.052192021372484		104.93507074308278		99.84314238385424	29.092971240051394	33.014887363635104	51.90563016415598	21.2837928893726	131.9700597697212	33.900289922312744	12.415475824364654	
1605	Lactobacillus animalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	304.234880670306	695.0107418668644	2816.4581901581173	42488.74831006895	26409.032564781955	3024.482688160134	33787.41068820436	3603.885754125252	22606.1964421064	6808.319295233122	274.3292950851968	17845.80616992992	1886.304072620676	4222.935775830314	21467.171686166	48916.383783787394	8926.929372681476	1350.4368325282564	48554.27012709545	86146.38945300471	927.128199449279	5306.954467540724	96.85691761315714	25167.05704372243	31374.382605085117	48407.73447578274	26004.456589086232	65.82832092290904	6999.429012293896	35046.427156216414	6466.6401965497
160799	Paenibacillus borealis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																													15.033334071629492		
1612172	Vicinamibacter silvestris	Vicinamibacter	Vicinamibacteraceae		Vicinamibacteria	Acidobacteria	Bacteria																															80.60830766714724
1619234	Anaerobium acetethylicum	Anaerobium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																			66.78009766381618												
162028	Haliangium tepidum	Haliangium	Kofleriaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria																															29.98841464004503
1622	Lactobacillus murinus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	30.895874860247613	32.865439740887616	29.681389672819137	347.5923375522159	169.78844006987572	20.046553045968125	295.5919623817253	59.42223307198159	63.4136217124155	76.51471453522824	53.177300138037495	126.59366270592918	17.698294387349048	49.27290614316188	250.6629743690081	123.31276829654908	172.63552364181044	43.67430732677029	256.6750884530439	468.896058181921		172.74214069276752		109.42849492283308	192.71828894428813	275.9524484827292	146.47775899607026		77.2810675208821	516.7107770139894	48.75342132302829
1628085	Agathobaculum butyriciproducens	Agathobaculum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		15.826738931749473		27.28724372154567							29.41934394369605							23.202976277285806	26.753235137635297						32.67602454763512	37.07258847396498	13.033057930426915				
1629334	Caedimonas varicaedens	Caedimonas	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria	24.191123516956893									32.42156833354374														60.19235428929065	142.3432234007747	32.06557479625197	34.5127673288468	71.12990085052195	31.28287053962553		
1636719	Psychrobacillus lasiicapitis	Psychrobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																		39.997721649936985	68.93349735158793					300.5284387099172							
1639133	Citrobacter portucalensis	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria														49.8880645764308				65.76533675247715													
1650	Kurthia zopfii	Kurthia	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria										119.37791159262744								29.075536612199745						148.47447474366243							
1650663	Fournierella massiliensis	Fournierella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				46.499658631087485		11.664031491153926		11.009554831995471										11.963565256104223								43.55763761089437		21.487667697779425			19.55160638719741
166486	Roseburia intestinalis	Roseburia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	703.5994599287047	911.3466710759388	165.08091135145946	1602.2272961481456	185.96513555419784	527.898187988213	242.78080616316217	382.4876315196781	167.71094457550933	1069.6798014512738	1371.3387615403058	65.33042922934474	894.8617303425762	389.5942644923709	91.75476512706086	186.8759837061183	322.91207453524095	361.5042590520172	735.3396224534662	35.27404308003833	1371.0149555876208	29.135934145766097	227.72811690039592	335.2037085517437	964.6540954824048	1833.397514131032	702.552062187407	2407.654252819827	210.0773255236861	253.95828058789743	86.699833892212
167	Treponema succinifaciens	Treponema	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	18.03888032278004	209.53244649386968	12.02367274924807			128.23289419047978	12.038941860677108	117.2502093451683	29.05828964545473	261.82886492164505	274.6271889492382	429.9286223160291	277.91483681451547	50.12138399626734					21.039144015902256		10.022991591146488	37.07140825613522			10.02335201494529		63.14772573196896	49.08267543734645			
1673717	Anaeromassilibacillus senegalensis	Anaeromassilibacillus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	93.46332964525784	463.2218928545904	10728.681935467548	270.08768782713946	77.83832961658092	299.7820144619013	3139.643686112298	400.83439785713534	24.03693991514657	167.29637443687955	182.43263147834588	95.65423086418444	47.1552231740647	250.3150125077046		45.28305944841	60.146450996366376	73.75840273665092	155.6329252238072	21.04685422033896	187.6300402823021	41.056430168944736	80.41006207258012	93.34287043671009	148.48521979248352	155.57688139827002	137.3649272438425	518.381512542505	30.00363751845621	107.41086153123476	65.3561902686944
1677857	Hungateiclostridium saccincola	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	54.87755678849698	71.37022926518075	83.6104885461871	47.35722183822192		12.934052569663397	12.55452678244806	64.28607033228683		32.81272713908667	35.949262564909525			65.72036796702234	12.143055504202264			21.6174892625058	16.583067177871968		38.32864757570693				122.7691725528697	76.90883009928046		16.49036218731017	57.403219923032985	60.03740897717363	15.788617175192837
1679721	Herbinix luporum	Herbinix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	426.47836491208767	166.07161416082937		312.67777496642134		767.3526246414325	53.04919691673116	162.33098073803876	56.83547999701591	446.2746981470707	585.5844859939604	14.82438555354333	378.0438086668077	40.40255164448096		30.75319336938817	194.8585293280396	93.57866022784748	200.80305233396223		108.7585858734341		28.73945877217148		88.66525098065891	191.2249501045709	11.120437349220603	1282.6461517386929		13.555114891279525	
168384	Marvinbryantia formatexigens	Marvinbryantia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	82.84142918720784	156.60515392949898	48.04920173661494	101.96978143423954	17.87775420003713	126.6708418934131	33.98556994706588	49.51201257992974		72.23735859726789	155.31779545355246	35.18495050635666	56.53935497978331	69.49397772966432	42.69564635992701	17.716815202573027	32.80904571090939	79.83698699913043	98.07127861482071		156.4006833159332	12.643078704904449	33.687811702933615	40.13218846746882	22.166304550233136	51.091703168876	49.39079651983732	253.5542481080771	22.159487976132223	20.724736127483567	19.435844149084755
1686296	Gabonia massiliensis	Gabonia	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																									16.11235609759045						
169402	Wolbachia endosymbiont of Folsomia candida	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria																												41.55350773606329			
1702170	Citrobacter sp. FDAARGOS_156	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																55.006613726963															
1702221	Faecalibaculum rodentium	Faecalibaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria			75.60293719139315				23.07463856629779																		24.13104246979372						
1712515	Butyricicoccus faecihominis	Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		14.938856235467137		56.39307293862367							29.78459015536308														15.643171545207087	38.12631923600517		16.034266013584528			
1715860	Staphylococcus sp. AntiMn-1	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria										24.15903228512472							16.24837734923826	21.146656138508416	38.82499865874253		25.327850158463523									11.027010082600995	
1720200	Anaerotruncus rubiinfantis	Anaerotruncus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	22.829419832687545	17.26354412512769		228.46164951310803	32.102171967704905	86.09386605519309	45.351041159059456	22.16941550311533		28.124172441763893	59.35078490339419		48.69035328073835			11.998348835125082		28.38997335107311	97.2546606508796		26.78618946633034		24.04048510554871	15.74492525434517		85.42410388078925		225.4411661999546		13.9886809652555	21.232332427991683
1720294	Eisenbergiella massiliensis	Eisenbergiella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1943.4386971090023	1781.977944760887	917.8730430239376	6102.080785975734	1190.4495033429007	3433.526549265641	803.4073428459943	4623.441010207979	363.70415528518726	16331.340234195362	1736.2275633836189	1328.1844333001002	2147.029595232328	4979.898293942075	415.39812729200935	1069.649281160894	1126.879568078267	2450.4141963724587	3294.870317048301	211.9814494734213	3281.417583925542	666.430352492275	290.7913560778457	724.2251971837377	995.7213363384636	3582.067049013193	1148.864623589361	7680.908140897628	404.9463961485716	2542.221230519922	769.8632115558754
1725232	Candidatus Desulfovibrio trichonymphae	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	16.300039094352226						12.436545759352772							20.587535528375312														23.739287517529203			
1732	Eubacterium oxidoreducens	Eubacterium	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	256.3784758382139	1053.0970426216445	960.9630253545404	1190.2163457320007	274.2079290645638	460.3206731889749	376.510310682717	560.0715017520877	73.90178080009458	539.4881179097231	981.9292825205042	37.20721133092593	91.92269381313042	377.9556148970288	74.17459779569599	100.8930256865658	246.9198221368609	263.1804028109013	194.121239781317	26.641947345700885	221.1884972982355	12.049020188227653	274.93550268864965	91.91978865688309	551.889703892928	839.1450763183409	209.8581071491176	1026.1757618862555	68.2691047160484	119.31740109489796	135.62977759892243
1736675	Devosia sp. A16	Devosia	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																															15.08634802747165
1745713	Bariatricus massiliensis	Bariatricus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	81.91003326296804	132.14181992368472	38.75546173933353	168.0814680159879	31.239855557154616	118.35319917053036	93.089049494349	112.84422253583774	49.86612348250856	230.17305878051147	169.8440902463359	17.060246762498522	92.49728396091363	118.8948950518548	26.80659075070801	24.63807160980578	67.86018851662209	68.40255634840399	132.33816051748144	20.121999256323708	125.62996846215177	30.41963018389269	37.326153995934206	112.52126649853685	72.91117918269634	126.03142495556185	32.835061240222565	522.3488881018255	28.05669212350889	23.414481774605683	22.467787950277472
174709	Allobaculum stercoricanis	Allobaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria			70.27072761249028																						32.343899361666274						
1750719	Kurthia sp. 11kri321	Kurthia	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria																			17.10116700419568												
1761012	Peptococcaceae bacterium DCMF		Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		25.063689771993975		166.10904085720145		118.68531261916324		23.585127558732005			34.077826365963865	23.819591995996973	96.31732717902143		13.91798735590216		17.10412185022426	75.57341764504197	43.78500365418709				20.033616796494883		127.17865330712569	209.2938917289112		37.31536477792509	25.226945125448157		25.143913379119414
1769424	Lactobacillus caviae	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																			59.510400110326096				24.748700400990128								11.183075336058714
177412	Fucophilus fucoidanolyticus	Fucophilus	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria										34.39381283151774		12.678345401560762		30.23707123951456												16.40950640610164	24.468761395933218	30.153055291371857			
1776382	Neglecta timonensis	Neglecta	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	72.00249921229326	33.55173789102804	31.21324969242785	169.20833328863313	31.454950034056075	99.22013733299968	60.7692422523359	118.95360260513596		62.38098493616971	104.25614681855517	30.076677530620977		66.60956619630797	26.102043116720253	29.127430291745508		44.04958970406115	128.91004432633807		38.12956679362364	42.08049566757057	36.93208628184909	37.3047872815886	95.85328019749616	314.2636686632628	105.16249130901728	664.0944591658707	45.10832764926759	84.07016235125944	37.56405055157704
1776384	Emergencia timonensis	Emergencia	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria		39.73382893782552		33.476479731127704			19.42429681032392			46.82371096423974			44.051145125819126	30.585513810529328			40.6296771414208		23.24239259993977		12.300836504604876				16.85770611971686	31.801439346454817		70.31273777239963			
1776392	Massilimicrobiota timonensis	Massilimicrobiota	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria				20.29707710483587													25.060923227966832								24.056044835868693	12.216159540015996					14.080591492306873
1796613	Bacteroides caecimuris	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria						14.366341143912262					20.53586795613918		70.48306857490512													28.931725223434185					
1796616	Blautia sp. YL58	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	342.5936862757149	978.1604820065484	121.09253873899826	932.9422534435256	96.70266597615286	431.32295669393216	229.9879813335074	248.843638379746	82.31318905511715	1080.6210397080613	224.22095282457536	54.2860890174096	48.41893369238697	262.3118366695173	50.214559091088326	94.24203704729132	94.10166685439462	123.6589109677416	357.0461513739534	28.509436976937256	484.3519994406852	52.98044025633655	60.53927152925855	30.41067066880455	205.8691484198232	200.1397845593853	70.0846313383719	1555.7441829865518	77.54519809406386	228.9511807696711	71.98153759087909
1796618	Cuneatibacter caecimuris	Cuneatibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria				28.506577834684872		22.520060189753348		21.245808866367124		13.305206973082592	75.81357825124039		22.317492361648203	35.607092938244904				49.37118669065072	46.84467412749848		28.837004556605084						11.382114045098984	55.19538158971263	30.783722006284965	37.47459319201168	
1796620	Acutalibacter muris	Acutalibacter	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	127.46991137720016	49.996864722124215	29.00471966429788	237.2084212264908	92.17760018455112	119.6369278639191	17.905929717818328	66.017056638651	21.064794521778765	214.60607295693708	200.50340992717665	42.17641601794865	115.32597436161866	18.35018345134978	20.024809315154275	32.08410501988557	40.09747716474693	70.60499981683078	173.31544357299614		20.04892556301056	18.04427802944818	31.906078468054385	133.1876493513382	55.15881616751774	230.25162451542369	66.15478174426276	769.0251644633101	74.4909540842405	80.34174018105877	93.18429901984447
1796628	Longibaculum muris	Longibaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria				20.800651842057064																						20.851464468618857					
1796634	Muricomes intestini	Muricomes	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																									14.05386584688434						
1796636	Frisingicoccus caecimuris	Frisingicoccus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																												11.074833822715124			
1796646	Muribaculum intestinale	Muribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	1228.8151710802383	652.9973762678799	1074.321340786263	1070.6314106306772	746.104630308571	771.9454224450926	522.6746669452041	1757.5649585882832	511.7794850317107	365.621740189072	967.2917258071208	898.6078508868145	813.8042828151332	467.2173834461572	513.0723206833446	49.91692797912346	521.4811857909436	435.119883920386	417.20064856122247	190.23618544653496	2310.370118054577	87.6742996101078	660.5126686717136	245.44613672574687	3420.022914576342	1403.4058677386986	1043.6428244854017	236.13983852040155	192.4406952111628	587.1029057271937	745.4219986223799
180164	Blautia schinkii	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																			13.828940989959875												
180286	Hespellia porcina	Hespellia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria				18.10165634510099																											
1802984	Candidatus Fokinia solitaria	Candidatus Fokinia	Candidatus Midichloriaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria																													28.062223600375056		
180332	Robinsoniella peoriensis	Robinsoniella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	774.6945033205291	730.5288877426032	52.16564488069994	3157.874243486816	143.06760122476263	1052.473972519	194.08720771751544	699.6346187395548	173.4526539990498	1950.8619834298795	740.4913339481294	55.88854926744549	176.230877974073	400.71610299316905	96.63787598546942	296.93303795020466	463.20940309976544	328.6560486375548	1949.1421146364592	52.77025023428992	1143.0521060060669	134.76979133632574	37.25033976743447	84.46258511048484	481.2866188462852	629.5979405905076	65.5958464487416	1188.089305929894	79.8737735660535	103.65614462677436	174.8277868421229
1805714	Christensenella massiliensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	31.940659064452976	24.587554860388053	83.71458482734333	138.14456545261837	27.647977867137826		33.353023408272016	42.91200025152704		82.15314056216404		27.505830009668472		279.3607516172971	18.542725736345695	582.8479857093309		101.52817113960064	98.65270468430124		39.96723457506696	166.03784199879703	23.471678679599147	27.312838099747456	56.579254942985536	469.0428677109243	32.12957316540672	168.55274218447607	42.33581091526504	53.768822208950304	69.87588138555529
1805933	Rahnella sp. ERMR1:05	Rahnella	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																		118.66327358189636													
1816678	Christensenella timonensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			32.25661828639237	19.628509271789195										256.4826124778963		206.01506049506787	14.706535720078952		34.765358959083564		17.50937788989072	49.407744112299646		14.031246830938263	24.454113359890066	87.54058063620012	13.700835729705188	48.09835652045499	31.49318004933009		
1819254	Lactobacillus colini	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria					16.554267950600874	18.787344902610005						15.39300744091248	19.26073158259336				45.42557052477351	39.33650343260832		32.958527083807496	13.073008793546332	22.01103297737027	36.20947685509509						18.249173078549557	34.4264734048942	29.140689411037517
182337	Erwinia billingiae	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																		94.7227928621806					20.03361683531112								
1825976	Neorhizobium sp. NCHU2750	Neorhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																					20.04598318229297										
1834196	Lachnoclostridium sp. YL32	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	391.6280532570888	783.0487511382319	288.00586532547266	1059.205570158566	116.85856639473306	1051.5354963111756	963.186755060914	593.0874056093004	115.38013720965569	1593.6162284912898	1262.8543505909486	389.6014840891455	758.2475652609705	2374.861701980992	239.2002932035586	425.90230364827806	266.2689554728619	508.6773490243512	1312.0605322531464	135.14230629724602	1613.7342418858882	374.2201364447892	495.3251916630488	1024.4858791473691	187.17615371384824	796.3767303219144	521.2853135910432	10098.643947039029	837.6516953451398	401.3050022697973	385.37658292787023
1834198	Hungateiclostridiaceae bacterium KB18		Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			14.77528049029781	29.52402950488939				15.07503503083439		32.46847509913023	16.440182396962708							19.667219673754666	29.053312301228296			15.01983835975665	14.254285351250626	24.558321154845583		54.39036820398357		152.3109156374796	44.812228389001135	80.84106897955446	
1834207	Erysipelotrichaceae bacterium I46		Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria				25.13915486449676	17.029045185625403																				29.812202988530437						
1841856	Bacteroides mediterraneensis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																										36.50579572206874					
1841857	Culturomica massiliensis	Culturomica	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	142.21594214052774	63.72192610152187	34.35691872247028	62.622470042742165	21.91243454276752	122.4302975011992		60.182789627938966	160.6456875237483	83.26246369256802	23.03692431602629	64.24679155037911	12.03962727939556		118.3275672113374		27.40801856250654	18.046884794129596	100.15081642759247		103.67921898606824		144.44955596827182	36.14116720711693	496.8005196989706	1296.7322309898748	12.02811304535683	99.81344947883032		425.2482365640116	133.8968659958259
1841864	Marseilla massiliensis	Marseilla	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			20.88752427229576					21.3082336903875	12.255615751976125			37.8275560712995																			
1841865	Mediterranea massiliensis	Mediterranea	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																													32.865337788011104		
1841867	Phocea massiliensis	Phocea	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	75.70514665227051	184.25714481473295	47.44258809999099	685.1432703288089	132.8896285421849	239.88304297734663	136.08167949709133	185.47894416313505	40.46051191939566	404.5256039116612	73.65057709107533	53.67569632164064	170.0095957114229	19.213218707978424	75.14669216846549	35.758068195024215	66.74609588165306	201.54678235831332	403.5385202095096	23.013552824263517	279.2953528349939	60.46705464190158	66.09204370431162	50.40758894507922	76.20579660821342	775.251378800864	81.44917773593157	1616.31854785756	45.441244737636296	82.88696752060306	346.57475422816213
1848580	Hafnia sp. CBA7124	Hafnia	Hafniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																								181.7981476113431							
1849041	Harryflintia acetispora	Harryflintia	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				50.127065515397305		15.132396938596887		14.030258167480683		19.585389752359223			23.087472945006905						27.18213247447219		13.16423171342904	16.012653850761936				56.14061015944663		335.043580493895		15.026298428733003	
185007	Pseudobutyrivibrio xylanivorans	Pseudobutyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria				35.897917400224344		18.906696177732385				44.63588029711885	12.687133728196356						15.207530856186068		15.000256703962958				19.437607817792973		12.1773025410533	11.979564578834454		29.070156406287488			
185008	Butyrivibrio hungatei	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria				23.13380705346464						27.86295534631875											11.8637971287619				12.4744609034017			15.951354261322225			
1852367	Ihubacter massiliensis	Ihubacter	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	23.24809408304217	43.00244702332858	28.09833672548592	62.0203723518701	23.03937705115533	23.306214074073903		39.02415832799972	30.26871409626161	60.877483580996994	31.209652482959896		20.78026591237676	26.142187749721604		24.44633878342688	44.030440097837655	38.12944752214769	29.06047681058912		47.281628411372814			30.22729030696724	68.54870527022902	37.13466362360004	27.40043227666267	167.60126309422188	12.575368889846148		17.979511204855562
1852370	Prevotellamassilia timonensis	Prevotellamassilia	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	55.11879004166406		55.46830562870456				23.07463856629779	285.80530996628295	26.052259698631225				21.069355859584206						29.05405602187952		820.6149437938163				42.60555106967757		93.6030881419963		25.05555678604916		
185300	Paludibacter propionicigenes	Paludibacter	Paludibacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria								46.759503208045935																							
1855912	Luteitalea pratensis	Luteitalea	Vicinamibacteraceae		Vicinamibacteria	Acidobacteria	Bacteria																															16.950076250421997
185693	Alkaliphilus crotonatoxidans	Alkaliphilus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																										19.119588610732183					
1862668	Ileibacterium valens	Ileibacterium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria			32.4774778207743																												
1867774	Aliidongia dinghuensis	Aliidongia	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria										16.252497550356324																	16.51612489152082				
1870986	Colidextribacter massiliensis	Colidextribacter		Clostridiales	Clostridia	Firmicutes	Bacteria	39.51269602932934	12.105748457101525	42.380682088183896	60.05160464023324	12.41700397005203	16.54727613121081		46.40414826289393	11.042788400960376	45.29403375447296	18.08401284385192			11.957435754393384					14.499549710076844		18.702240524363933			14.79301311499912	74.32063123053162	59.23993901945472	34.054468423706275	36.95009337811103			
1870988	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1621.3675868077162	1919.8923969876948	1355.747362774872	1336.2332443167656	335.0811330377369	326.9010062870315	304.69495874965264	1952.5925230774565	200.3459917743224	1273.3244005498236	2048.6227337473306	625.8237354488726	462.720502531045	122.35208933238188	137.0577911463783	79.38073868955269	135.05564420559173	692.8904993947953	1399.0216546768231	90.00945546552835	257.1820418424529	127.32162139817407	96.15148075037982	633.2760852765847	1606.3773672700036	1408.1904329632932	594.5778849465098	1890.208724886363	126.90726014196233	175.0175394171031	285.0569119798297
1871003	Tidjanibacter massiliensis	Tidjanibacter	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	23.05284607829567		28.18209695081041	17.040521758467804		23.041848174851847		20.82129764122973											16.840574670038354		38.35737683345609										
1871008	Eggerthella timonensis	Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	15.581116422840456									15.713314891221549															23.17940094373549						
