tax_id	species	genus	family	order	class	phylum	superkingdom	F019_concat_SUP_FilteredReads	F020_concat_SUP_FilteredReads	F021_concat_SUP_FilteredReads	F023_concat_SUP_FilteredReads	F024_concat_SUP_FilteredReads	F025_concat_SUP_FilteredReads	F022_concat_SUP_FilteredReads	F026_concat_SUP_FilteredReads	F027_concat_SUP_FilteredReads	F028_concat_SUP_FilteredReads	F029_concat_SUP_FilteredReads	F030_concat_SUP_FilteredReads	F031_concat_SUP_FilteredReads	F032_concat_SUP_FilteredReads	F033_concat_SUP_FilteredReads	F034_concat_SUP_FilteredReads	F035_concat_SUP_FilteredReads	F036_concat_SUP_FilteredReads	F037_concat_SUP_FilteredReads	F038_concat_SUP_FilteredReads	F039_concat_SUP_FilteredReads	F040_concat_SUP_FilteredReads	F041_concat_SUP_FilteredReads	F042_concat_SUP_FilteredReads	F043_concat_SUP_FilteredReads	F044_concat_SUP_FilteredReads	F045_concat_SUP_FilteredReads
1600	Lactobacillus acetotolerans	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			10.66269840729785	10.579881074265868																				17.500092585898603		12.64721898650034	
160386	Corynebacterium casei	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria																	36.06697726123559				46.04826705086036						
1604	Lactobacillus amylovorus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	111.19943451974112	60.252721474566734	53.23442869061888	46.81209450392203		49.254743857774685	16.005774681649243	35.65788480812911			31.192079820622187	11.440231377364244	25.813064376644075	41.31363585199029	12.731946601523113	42.23340309483748	14.997314140932934	26.84060689546265	36.29374367493737	27.911843775350423			31.99076039630524	125.19932090215023	58.25602804949124	14.8551231165065	25.245010717935283
160404	Anaerotignum lactatifermentans	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	202.3123502149996	187.0966405685715	69.46970881134095	96.49843303921664	206.26547266025864	171.79674683211326	50.30849182075342	64.49434238333886	33.08748794314102	240.2913877460734	144.7403034801311	100.11538395194054	81.44954159038332	479.6029657995429	101.85476597639	160.62700759509886	171.9220909424956	332.5561790292917	4380.573916975244	201.8784742915123	1035.8979287217346	473.0184660487456	366.631280683944	582.6915988970779	53.05733633001972	502.6200156628023	46.82603176871508
160453	Enterococcus gilvus	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																			19.02968398828563	30.35836571820044				24.17966820049713			
1605	Lactobacillus animalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	21260.32228791453	18714.01152290895	49912.22634759076	32831.81275691275	321.5510050215514	41683.5121182635	18399.50169634349	22096.28361325193	9885.032466871551	137549.21437602132	18409.457451410664	9503.939170538368	24137.09384507721	54181.85183580429	113561.27016469192	436.79019828492216	3411.231036607061	218.97257961401849	33788.65922164568	21360.02526585885	139441.8615656496	18824.877656043733	67161.09501250678	18336.89336810925	14471.879873406486	77924.89466250781	19303.959576335445
160799	Paenibacillus borealis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria									14.037112815129788					12.019072512889744					47.0734921410727			21.307472366647165					
1608473	Acinetobacter sp. NCu2D-2	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																	17.214119938732455										
161536	Ornithinibacillus californiensis	Ornithinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria										21.027418933656936																	
1618	Lactobacillus mali	Liquorilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																			10.015623811118571								
1619310	Paenibacillus marchantiophytorum	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		111.27298604100407									187.43388579286383																
1622	Lactobacillus murinus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	181.5565085957444	129.46570783205655	277.98600456344684	246.83449351051487		440.59625544971664	38.2967568861411	195.84765527894683	39.23747712677661	409.8490701964215	112.71298585079396	35.5402421534526	130.6146737673509	320.9687418502094	375.4978495058359		18.75612965192257		190.5809256560188	92.3958229982538	464.997389558824	100.42569929228726	411.4829634619834	166.9735580764516	87.75961002550244	448.849372415857	61.86670922325056
1628085	Agathobaculum butyriciproducens	Agathobaculum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	57.32364324434131	44.494259658181655	31.11125962655813		89.07665302075887	39.50666941501234	31.05356524769694	30.570460805742677		48.053318610920144						50.55499281040636		19.9041193289536	35.408819200199424		29.518179422198283				24.398559899621155	43.938956350943045	
1629334	Caedimonas varicaedens	Caedimonas	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria	46.96869500430716			36.32086659496349			41.21447207042216			123.3089119690754	45.85341399131867		60.50521357739187				46.5381589924456						115.47120296617008	193.7790517129769	180.1730962135928		51.0225149487721
1633	Lactobacillus vaginalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																											78.08976066661879
1634917	Terasakiella brassicae	Terasakiella	Methylocystaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria						49.102290675607534								23.51474137553089									27.0683606375502				
1636603	Acinetobacter sp. ACNIH1	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																	28.369860985382253										
163665	Dysgonomonas mossii	Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria											19.586833804779527			15.512162188910924													
1636719	Psychrobacillus lasiicapitis	Psychrobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			31.471386502757024							11.192678790522493	34.46871845671719					95.60097305681622				28.8303708203062		1376.675294889095					
1639	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria						11.03202027184058																					
1639133	Citrobacter portucalensis	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria			1346.9260696740546				501.02294256727447	13.857801354269151				169.55409275241544			18.581100539064614		15.944638574933691			14.430538575295452		36.7455753464446		18.598964109391485	108.7900430667524	39.33610103069299	
1640674	Williamwhitmania taraxaci	Williamwhitmania	Williamwhitmaniaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria											15.643038588569803																
1641	Listeria grayi	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria																			12.018747781790852								
1643336	Mesobacillus maritimus	Mesobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	31.32704090867924										
1643805	Peptococcus simiae	Peptococcus	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	13.53664073439912		21.97918134034284	14.205857421529888	11.038013868568555					20.93747884935707	16.85994723310948	10.341189508437637		10.217633416732912				19.66826629072313	50.75631960579797	13.84636801983907	28.899722619336316	10.838934242717684	24.974949411141736	16.615695150753915		29.059592742750503	
1646498	Acinetobacter sp. TTH0-4	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria			92.12750697017964						13.04631749085764	35.038336996567644							2807.1347244331832					796.322000777803					
1650	Kurthia zopfii	Kurthia	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria										13.01697362559715	368.0667415319329									99.13552364257512		4494.031295789793					
1650663	Fournierella massiliensis	Fournierella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	226.8213460032016	43.78392514402735	40.219988518010354	62.52412763736498	219.4613021414609	118.05215873060862	35.267135414895115	19.0271824964296	16.982434307537087	146.97664435624762	17.33570323576944	34.03712151350396		98.07655525312362	15.337395362976896	65.65355961732584	44.73945482777556	71.65811074423279	38.6484363820522	35.11570747403345	28.017430219071297	57.46903512906196	39.55335541695477	166.97563163687352	24.0916931365481	109.35533148551234	
165179	Prevotella copri	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		15.661317957387002																									
1652545	Arthrobacter sp. YC-RL1	Arthrobacter	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria											13.830337628340612																
1662055	Clostridium guangxiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		41.10083268181232									26.060326366922247																
166486	Roseburia intestinalis	Roseburia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	3612.3395129013584	560.1339718770411	834.6808467622727	620.7203160584545	3546.3707323664034	3991.102193050913	1061.6809156069826	577.0707176887385	283.13659773391674	785.6326369182377	3561.90976465372	654.9935455777646	1223.078348256243	624.4254948448971	333.0075436189728	2094.542520712504	739.6443712977824	5644.642115009162	1146.9688425011068	1165.308976194619	2697.6538208153797	1317.7387565787249	673.718597760431	5282.8111671739725	3292.6501823443164	2111.4180070530283	163.10125336027502
167	Treponema succinifaciens	Treponema	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	21.024482023847305	119.29266071062597	112.1552268236606			61.07162143259821	60.06527737275398				18.04176440786925	47.05131503337312					16.02976767166011	13.023459414156438			35.03672493000244	40.06237341865038					
1670645	Paenibacillus zeae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	16.984588413711222										
1670801	Paenibacillus silagei	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria						15.017597487433829																					
1673717	Anaeromassilibacillus senegalensis	Anaeromassilibacillus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	213.8998218801834	98.87848047693286	207.1978286897008	403.5589937150792	97.33075221787983	97.48644742901163	62.5448378943772	130.3811144740663	82.38783691699547	58.08338052936482	64.6356154930883	56.23091503515671	131.71351654758365	232.916778384788	91.84990220254318	45.06691130524659	43.98884174723459	115.0122016446258	330.8967561460067	31.50832284110966	185.0237698575002	90.20235268552145	116.01945535519756	221.8678587439819	200.9976925245748	140.3419985582352	112.77145696978124
1677857	Hungateiclostridium saccincola	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	75.87850334469034	52.78509508134941	18.243964285209163	63.480431041344765	87.76407980084863	63.154862667465416	23.202788370701683	15.397387235799352	18.660183561843112		24.017683632879173		56.21877740913593	44.12052307405941	14.313162026035112	19.96097954623569	12.874280469481224	140.44642569077894	103.47168145193876	20.102657728823036	43.82159673025858	41.5200584875448	89.33123586093473	40.08298892760757	127.12776372857712	43.84432881173783	
1678841	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		111.3671754221792	25.88595549768875	53.86160249636084	23.38586998209593	40.94337339307014	30.002436821223814		51.77944230843055	85.41519437976709	133.3516770246043						237.0225235359667	28.8888289848027			96.47758572818404		16.412432789629033	81.5927280218981			85.64990251321504
1679721	Herbinix luporum	Herbinix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1028.327756828008	19.48342211060111	27.537168579423128	85.45488703464565	1282.6522010738338	183.84734977695305	66.2868128771198	35.75586044721303	95.31657522957546	729.6999873920087	178.97477809098237	572.0062801845127	478.87250021136623	108.73082739103428	820.9027095523037	385.1287280138497	82.0137667809026	281.4479845246972	276.1913424758126	1511.648628869211	235.16028844544363	2912.889200211717	194.7397723916644	855.3713342514314	556.6979085731247	3400.5595732820107	17.317157322457167
168384	Marvinbryantia formatexigens	Marvinbryantia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	248.40991807080812	225.79575380849587	168.16304330660196	89.0013818920053	120.6415465410281	478.960366304208	173.57756968788823	320.0017833753166	42.08289925040816	185.21011232499592	107.44961863565278	34.629459006318825	97.5308995106634	128.16899111312932	139.62536258283467	69.69073434012432	242.4776512592456	364.23873643938646	343.2832387743849	241.8668317581447	214.53239359159744	195.89459243544323	224.61903270090093	276.22889174068587	55.51708375003171	225.60246410327412	54.159065036470274
1686296	Gabonia massiliensis	Gabonia	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		22.00902387618606	22.4776400357906			20.01714537990153					42.39798673639205			53.30571224231602			31.017765212540084				16.99850869490616			32.23442791784298			
169402	Wolbachia endosymbiont of Folsomia candida	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria																			19.51794248524845								
169435	Anaerotruncus colihominis	Anaerotruncus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		18.07455312246037										12.184742558230086															
1697	Corynebacterium ammoniagenes	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria											22.05104538739575																
169960	Arthrobacter gandavensis	Arthrobacter	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria																	12.00649732617758										
1702170	Citrobacter sp. FDAARGOS_156	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria							22.58165900030429																			19.902102674313756	
170367	Paenibacillus anaericanus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	10.018605374048573					49.79760361423592					
1710	Cellulosimicrobium cellulans	Cellulosimicrobium	Promicromonosporaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria																	16.02976767166011										
1712515	Butyricicoccus faecihominis	Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	74.04760292316237	28.814607935549635		14.06694430479186	101.69795434443282	37.66855722618427				16.500323570021102						24.57321569297996			60.42089694056115	18.631548489999933	17.104376687979286			23.820635482849223	30.095085005317124	63.712646940276976	
1712675	Turicibacter sp. H121	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria																						16.439710481612327			252.6923762043569	42.03724926237245	
1714264	Domibacillus antri	Domibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																						22.64599145886341					
1714354	Domibacillus mangrovi	Domibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																						30.436653250565563					
1715860	Staphylococcus sp. AntiMn-1	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria		17.575615733434724	117.1100735595533		118.0223084981296	3473.066346401708			355.6675577586131		341.9742211789986			706.8981912542299	12.617245808833768	1971.6449981400604	32.324794186895176	39.65690086783397		309.54683182728985	1296.1390303559974	147.27127711535155	169.17231626287156	69.36498684715706	29.63975557331573	13.86614539600776	122.14231611585387
171685	Alkalihalobacillus murimartini	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	14.443266579904371										
1720200	Anaerotruncus rubiinfantis	Anaerotruncus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	195.140681885594	337.7711400452015	45.00485968812509	99.16052842084171	155.118224996542	89.75106173942399	26.925914285737235	32.397633878535004	23.822743860995065	89.64506913274748	67.19217524590104	82.01211059631659	52.28751383890924	200.57392951051384	119.92308304221956	37.71695937699976	50.93166731176056	246.4955726804168	469.5357436178653	111.1748508785691	93.95241945566958	132.09053020242365	151.13827329679532	577.7847130934308	40.03568076361293	161.4700416904764	27.37957715048361
1720294	Eisenbergiella massiliensis	Eisenbergiella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	11988.540494565856	545.7037211955056	3309.967710732761	5421.704718239581	9145.05950226392	5655.269242546783	1661.028801392781	2351.2806757562407	612.9160430553511	2041.006299467559	6910.192318876291	1602.3063991538154	5784.844942476564	3697.126262825938	4128.20972297409	5483.020233432064	1997.5183151848016	3968.8266263001424	8363.677475365563	968.3740814965053	4461.82814885642	6054.708841843012	13713.635874893927	4963.09822326019	8175.847916085825	4265.981606783043	679.246023595029
1725232	Candidatus Desulfovibrio trichonymphae	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria																										14.579367627487931	
1732	Eubacterium oxidoreducens	Eubacterium	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1143.621283221631	1911.444169652708	235.23881287609467	142.7788246128355	810.1815521483771	663.0940361838369	359.74963551012394	397.304597886068	114.77022102909211	486.4822953239474	1353.5734263625775	228.81536452153	313.26331393071644	733.7259335858977	284.3205162212407	321.56498217327425	522.7389228788447	834.7694866448006	813.1579703379683	487.0044158637447	643.032005250974	527.1269544568723	881.0533712330779	906.9404404112856	342.4583284395513	1227.8897930460346	293.31778661921135
173362	Brachybacterium paraconglomeratum	Brachybacterium	Dermabacteraceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria																	21.348254486679053										
1737571	Bacillus oryzisoli	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			110.68466480336173							53.13249322286465						58.35402067884126	341.5802123988068					95.6269604305498					
1742359	Bacillus dafuensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	49.843442142660194										
1745713	Bariatricus massiliensis	Bariatricus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	281.89332940768776	98.98098581768808	76.83079584803511	70.11373239011434	243.2563110354557	128.9323200562549	78.72595961371448	63.23392734560647	48.04442784196316	82.4618919420278	181.3220326128857	43.208523881842495	100.96174116960272	107.13083135601424	98.13068854898528	137.67136781165334	72.53494774564075	126.36594328465058	436.2911982296097	128.27248579499002	204.7203098685233	203.56260974222053	139.48102675430326	233.14420839122533	100.29071926331588	253.15491676424352	47.07314913807686
174709	Allobaculum stercoricanis	Allobaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria			28.03881199703938																								
1750719	Kurthia sp. 11kri321	Kurthia	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria		19.04672734035205								22.028724597164405	271.393966488678											25.139942222618306					
1761012	Peptococcaceae bacterium DCMF		Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	72.07533871529343	157.19230322158643	111.77255975697771	83.5543191565901	305.64176610115345	289.1877917273529	48.41657752446845	16.00639461551389	57.777740790170434	80.82295308860458	55.47353782428792	18.813790569697847		215.92003850606653	179.11680082377598	118.35344388391157	95.97281089414076	49.32072285205441	405.0121618986193	124.57627739723152	372.4170029049884	290.07159348115044	70.02615751873701	287.59067901747807	131.5082638805998	238.7035473983328	
1769424	Lactobacillus caviae	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria								10.463651196158864	18.9913415939118							19.16155045177204				12.487799349255146							
177412	Fucophilus fucoidanolyticus	Fucophilus	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria		23.01037714110477										16.017468947531274															
1776382	Neglecta timonensis	Neglecta	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	97.85122213196026	354.5739033992554	100.2028097401933	286.6261529885808	191.89556927971532	175.24798340189074	56.20451661175588	138.95270713842316	109.54662387171112	60.95279626264586	76.59138267632194	33.02809067721319	15.024099165247748	51.64171499306586	244.45634746007087	77.12233982777634	49.81724839314486	34.08335212034599	328.5718732836946	171.24166247688	383.8170968687467	136.8471934515808	97.4000244699704	396.11202304454	99.40805141251414	733.1019348414873	116.43303400115086
1776384	Emergencia timonensis	Emergencia	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	46.12488034387802		21.79233022821132	35.71989174585568	29.58033111457853	20.08165246920848		16.109910938565296		24.76960542124448	20.548948407018138	17.185184760231152		12.0264667309798				12.611587560780052	152.75532568818085	16.563686154125993	83.14080174523043	19.19521585767641		50.21964615948411		50.04563511864915	16.998316985833423
1776391	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		657.7186593036083				35.91047969536486					385.9862836986316		37.26706550898094											13.704628876922			
1776858	Paenibacillus cucumis Kampfer et al. 2016	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			56.277447488716064														388.6859350734232										
1783360	Comamonas sediminis	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																	23.042791028012104										
1792175	Paenibacillus intestini	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	19.066140844629437										
1794912	Anaerosporomusa subterranea	Anaerosporomusa	Sporomusaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria		32.078698678498895									28.064966856685498																
1796613	Bacteroides caecimuris	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria					18.13992919358504									102.5223028972588		66.69477921664719					12.69305371794042			58.18940787620742			
1796616	Blautia sp. YL58	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1400.3419694064366	286.14701075267243	110.47730136604068	1040.1627740414565	1936.661855761104	736.4135642935312	160.9211897022724	417.5445991649182	135.39380813520867	254.15275729899648	696.9794595291874	176.1050543865218	166.8434043470061	402.8491969878123	84.06381265697243	395.2797708116115	93.55630913532292	229.13255397303556	752.2910233527743	143.6544496945239	361.82071237593	573.4226038070652	1479.588174055028	978.7434900753798	906.9581012817024	212.2472161430396	61.68775000371015
1796618	Cuneatibacter caecimuris	Cuneatibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	71.91285695787502		30.50478439353372		38.31510801924425	22.138217757888203		15.38842647543188		11.240505012644114	24.749477321904525		61.63958419655025	34.96631728713739	16.0202751917999	16.974293389144364	20.359873215603177	35.063485494246585	37.95759281148562	50.4797178590171	149.26998446225792		62.6340957730603	26.21861525846268	91.804938387546	27.46651570953529	
1796620	Acutalibacter muris	Acutalibacter	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	527.7100978197346	287.9164790138993	287.01110729826235	212.9528376230494	156.2757115447187	254.1119207791448	102.83306903910427	136.44396053944595	283.79245844219525	217.923424227773	145.1953638032172	79.13295553423532	157.5612932986641	293.7209113183054	366.9374902178616	65.90774301106737	92.17163093978158	150.4185847112343	2243.078801006985	241.48475396698672	535.4392227516937	377.653552085091	292.7822155421585	683.0577570646913	203.42836885161108	753.4331759145572	46.84253556509716
1796622	Extibacter muris	Extibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																				12.089135865294448						13.728334502754269	
1796628	Longibaculum muris	Longibaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria																			29.045307139327893								
1796634	Muricomes intestini	Muricomes	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																								17.65905848039564			
1796636	Frisingicoccus caecimuris	Frisingicoccus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria														18.534112846073164										14.576966692947863			
1796646	Muribaculum intestinale	Muribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	934.9143895518488	2459.850287763059	1401.9644795275406	5441.108369532997	3458.897662762321	2416.705739452623	259.7435270744148	819.185433265694	119.45919215669464	531.6484279110872	955.5902205114376	1759.2366083068962	554.9694066003547	5025.425785696824	2013.813115457511	3160.564938830238	1031.416278498662	499.08147242603815	695.8230422744767	228.1339457452311	1439.075948256653	738.0447654255137	2200.5721584460084	1915.929027411044	971.576242647526	916.9790422548434	532.1434097730013
180164	Blautia schinkii	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																							13.242794779129133		10.261998045771453		
180282	Delftia tsuruhatensis	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																	15.609087573028432										
180286	Hespellia porcina	Hespellia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria													14.882623406001471	11.581150976249448													
180295	Atopostipes suicloacalis	Atopostipes	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria														11.017483136815605		94.1379518722348											
180311	Hespellia stercorisuis	Hespellia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	17.519866207686153																										
180332	Robinsoniella peoriensis	Robinsoniella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	3272.3435338172503	144.8949186348861	170.40010623868187	3401.9278606238136	1808.7773302928697	2087.247767787688	487.5772777455494	943.1091129698412	210.0366218484183	718.5091308571785	2821.85680212132	729.6864545253322	2114.930937732869	1092.2587728598517	903.1436725608628	805.2017015081486	488.4868117273944	1320.2311261976113	1470.0126810473664	513.2450766443534	2094.1684358978287	2189.422088617156	5782.022084752314	1429.142218239176	2917.6257151263244	989.858781441592	193.65796446138776
1805714	Christensenella massiliensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	521.5876227932274	155.78399321573158	62.77659130752723	191.01190160861077	354.0105001899378	170.76946750057263	247.10312207973377	76.23040441729971	38.95136306533469	653.6183806700733	355.58658220207747	23.94174432352622	509.3159963513223	262.4562908315514	134.35601353998138	612.4474450907816	672.6777329028815	561.2922167395564	344.9729904175663	265.0316514851956	255.4258440412392	124.005516113677	909.0431192206792	1929.9355733464324	301.9575810786861	268.31413377511313	110.5085990178238
180588	Psychrobacter faecalis	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																				18.020531236547072							
1812935	Enterobacter roggenkampii	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria					14.732630154310783												84.55886318709545							20.031530527727647			
1816678	Christensenella timonensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	96.40274809116856	38.586106472550185		22.530332805434803	77.83578456576713	35.69653290676447	62.130233349942685	13.943321168830662		54.1915918748367	42.06567870664295		86.10019549254665	38.975210554444175	24.092839091513184	84.11520429380103	24.79979742154314	96.71015470211692	47.19761868798928	55.92365145121199	41.86441790358209	19.70726195006293	25.31261410798265	558.3644758071442	21.613997498918664	16.87039409184746	10.757557045020029
181675	Lactobacillus coleohominis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria														84.1335075902282	276.35540426543963												
1819254	Lactobacillus colini	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	21.046136184939787	32.74530083278771	18.224389248950384	30.382534168468872		16.24286154728817		19.938776923208728			11.241727856167074	17.76550239909308	22.295335331522853			20.178090751114837		25.853420185194228		24.69646237531671	15.189312676847846		12.266770093370528	24.56146839354965		27.0906862070052	
182337	Erwinia billingiae	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria			120.34331348988756																								
1827305	Stenotrophomonas sp. MYb57	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																	37.21904577253536										
1834196	Lachnoclostridium sp. YL32	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	2142.3445824952864	1310.471479601624	1216.6666959274582	1253.3700277113248	1949.916354036443	1779.291518934332	576.3132849464438	902.7149444147982	701.6011063461132	771.8409244478162	629.5865742232256	438.61393451872055	540.5314660603627	1733.3254530230056	791.2490640111939	1032.411302215261	580.9282127056331	1533.8325620266623	5078.694903413305	759.0073069491539	3508.984484452247	1569.283454476734	1766.2573358524924	888.9482136511334	1239.59453998602	2390.731254782649	227.41675346299587
