tax_id	species	genus	family	order	class	phylum	superkingdom	F153_concat_SUP_FilteredReads	F155_concat_SUP_FilteredReads	F157_concat_SUP_FilteredReads	F159_concat_SUP_FilteredReads	F161_concat_SUP_FilteredReads	F151_concat_SUP_FilteredReads	F149_concat_SUP_FilteredReads	F147_concat_SUP_FilteredReads	F145_concat_SUP_FilteredReads	F143_concat_SUP_FilteredReads	F141_concat_SUP_FilteredReads	F137_concat_SUP_FilteredReads	F136_concat_SUP_FilteredReads	F138_concat_SUP_FilteredReads	F140_concat_SUP_FilteredReads	F142_concat_SUP_FilteredReads	F144_concat_SUP_FilteredReads	F146_concat_SUP_FilteredReads	F148_concat_SUP_FilteredReads	F150_concat_SUP_FilteredReads	F152_concat_SUP_FilteredReads	F154_concat_SUP_FilteredReads	F156_concat_SUP_FilteredReads	F158_concat_SUP_FilteredReads	F160_concat_SUP_FilteredReads	F162_concat_SUP_FilteredReads	F164_concat_SUP_FilteredReads	F166_concat_SUP_FilteredReads	F168_concat_SUP_FilteredReads	F170_concat_SUP_FilteredReads	F139_concat_SUP_FilteredReads	F135_concat_SUP_FilteredReads	F165_concat_SUP_FilteredReads	F167_concat_SUP_FilteredReads	F171_concat_SUP_FilteredReads	F169_concat_SUP_FilteredReads	F172_concat_SUP_FilteredReads	F173_concat_SUP_FilteredReads	F174_concat_SUP_FilteredReads	F118_concat_SUP_FilteredReads
160453	Enterococcus gilvus	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																				38.07558579698014				
1605	Lactobacillus animalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	89503.98585301092	621.92210479972	28188.62157734662	2836.4900950764045	56771.36310982568	62531.60904860179	20129.98134782743	10220.865621387027	5775.532190500183	19771.35260579315	8319.468129656736	110116.33100171624	7106.74771901197	2485.4788986365998	1248.792066178896	35407.91514108541	67275.19325319992	34080.5601026634	351.7248527074876	104077.0533273304	3872.756141320207	1071.231676497735	16953.93501634085	2112.3969926619834	16009.998202232671	17824.767146192688	14948.030269297826	73039.68837598643	304143.25550206384	8515.133424085763	153499.63062797874	44912.81066727152	22503.28867915617	106770.24012761796	74311.0592759391	8427.642441431542	75096.60124117411	47820.8334504464	4120.788101178234	539.6508545613157
160799	Paenibacillus borealis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																23.06589088632035																			11.014954504599078					
1608473	Acinetobacter sp. NCu2D-2	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria								21.137659364053025																																
1608996	Pseudomonas helleri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria								19.09123984171803																																
1612172	Vicinamibacter silvestris	Vicinamibacter	Vicinamibacteraceae		Vicinamibacteria	Acidobacteria	Bacteria								20.096041938650558																	12.052146406147653															
1613	Limosilactobacillus fermentum	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																								26.390672999917157
161536	Ornithinibacillus californiensis	Ornithinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																									13.517812141478164															
1619310	Paenibacillus marchantiophytorum	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria								12.057625163190334																																
162028	Haliangium tepidum	Haliangium	Kofleriaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria								13.06242726012286																																
1622	Lactobacillus murinus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	593.6916547040149	22.076167928148877	335.40031105801705	30.843529669295297	102.28982057759102	431.0709294344335	485.87794590278617	95.20399318707392	110.84957912113704	349.1529470591711	138.1565416668878	627.8433323231613	246.86449827354792	30.470471399994583	36.57326304645792	219.0886903555296	471.7003746705505	678.8004218485243		886.1771851140841	52.0076370416873	12.318423822287	143.5485273638122	20.487809616506727	148.59998308917687	161.40800077856846	100.75306309627776	313.98838119702725	4330.885562703244	17.793206502138105	885.2833083077134	234.74989308729448	395.5574357236068	1706.5136287898304	2053.711590618739	69.21375486888498	186.9805376303894	261.60633777392263	47.99722402998088	71.15064730407802
1628085	Agathobaculum butyriciproducens	Agathobaculum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	46.29450635996012	20.45727520811208	39.33513354764379			32.11487383874337			18.603052830145767	68.76740482812785	39.65226195306111		49.8743033821687	30.855537992735734	63.163992821706806	34.15795101958855		24.428236606567225	37.69405600194551	24.61042036697579	31.74283615618847	34.667376033217685		18.04139737824981	32.73313667323143		28.56114391233856	34.27322150210032			42.95504314742962	23.1306035797502	25.57928204307572			42.35744117079005	18.597653289254787	46.64652072889356	20.43561163744512	135.66759058740195
1629334	Caedimonas varicaedens	Caedimonas	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria		41.06918580124149		65.27500603507478		165.23889043473545		12.057625163190329			137.93947657196554		69.1353249673725	225.07283399777288	184.51450424714852				78.70417570791037	20.0289721418574	33.849301494132966	125.37583538203266	11.024332598176372	147.29741318413028	43.10087530986631		146.17918857523787	20.0294139873392				264.00039332269193		63.06116095388936						
1632013	Drancourtella massiliensis	Drancourtella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																								15.559609024811794
163665	Dysgonomonas mossii	Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			26.805513725866835				13.651024107589492	30.11807407482554										31.96746432374191																						
1636719	Psychrobacillus lasiicapitis	Psychrobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	15.01731651414857						142.22140633922916	31.49833009668192							28.066659562577676									32.07060481935095											40.18046861351335					
163877	Virgibacillus necropolis	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																									95.38781520553418															
1639	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria																											12.013607131572682													
1639133	Citrobacter portucalensis	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria					9814.546175178202			122.74218146998152							446.8549788063714													34.05000377847663		29564.597714147323							1345.9336061559636			
1640674	Williamwhitmania taraxaci	Williamwhitmania	Williamwhitmaniaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			28.83132101277884					37.58121697664015																								10.159040918892694								
1643805	Peptococcus simiae	Peptococcus	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	20.31185403521893	13.077872699885353				10.449683117346163			19.337384379378264	20.276648140008863	16.845183756968137		12.49858673539674	19.028760305995934	12.792855833181973	14.4348563641409						18.161477392647885						14.140369492733518											18.74645696193568	56.72574331958011
1644131	Janthinobacterium sp. 1_2014MBL_MicDiv	Janthinobacterium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria															16.03809109307336																									
1646498	Acinetobacter sp. TTH0-4	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria							40.86149638070793	248.52330617018964																																
1650	Kurthia zopfii	Kurthia	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria							462.293059491327	62.883948315732646														408.63949346897925																		
1650663	Fournierella massiliensis	Fournierella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	17.76178595075671		352.32770155119147			23.02133575545149	53.31711419328452	306.33825332503085	58.125328294091446	67.46809461631624	120.46114263007124	48.83949420327196	63.54589490582309	45.18780021804564	74.63179012567754	17.10769766766858	11.924276242418008	199.25446862741543	20.179565322401096	108.495300695129		24.639426072745728	20.474426440856224	30.807418534965603	37.98120480161873	30.04406552652801	51.27025364486287	44.11183803376788			135.66641521976533	33.917967625355296	36.78419793165665			127.97208043859222		32.74954962536879	25.103396351590103	52.96369749261977
165179	Prevotella copri	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria				13.574244777801365																													18.868636333181467							
166486	Roseburia intestinalis	Roseburia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	291.7185299126468	106.37342720197354	2018.7066340864176	2002.9335937024769	208.4867497830548	1692.003129933866	436.5887847603162	1055.5254305521726	1459.9084477738495	751.8639158106027	2882.5591914441684	833.9075886898873	1651.342224616053	4472.303697534699	2520.331622106945	1173.4835631629285	220.9891212547099	669.6866651815697	322.19303495900044	3090.073896571701	1225.528758946585	479.5255245418765	567.2132704389056	4704.271724929937	3144.414710101365	1709.793070390353	1412.870320371026	691.1168032845917	260.2460316279783	55.52486793450704	609.260924867983	1551.5695899696982	2282.65491324922	267.3104106278525	226.5921522743102	1948.320406867984	514.2973478270417	565.9761382723583	418.5704304125988	882.834213654442
167	Treponema succinifaciens	Treponema	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria			61.10388153844581	424.6342689742578		76.1461781551597		104.49941808098288		393.5088712634183	79.11578951840397		58.12757275982616	28.050010295110543				19.032658762924072	87.17203617188584			184.43465606911897	41.09069422956648	25.05516001511793	11.047800872302014		29.040952188823884		54.0254946653922											32.04529041389196
1670801	Paenibacillus silagei	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria							21.02813007518879												108.214225891856																					
1673717	Anaeromassilibacillus senegalensis	Anaeromassilibacillus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	92.5732733175767	49.11500570150775	96.42870277422848	295.5910814367125	51.737959143123234	161.76396570385873	69.09259387841351	38.75614207659477	106.3695835582519	306.5508425101803	189.1027749130164	134.75574191335693	114.04683390059937	1134.1547267201763	147.25024628742227	130.47850090244503	92.34686937630036	257.50714907284805	69.39818387541436	318.646439617891	54.08408776836435	63.00527542534128	102.68370419037588	47.58257585252774	310.95291101313273	436.196111645762	142.53791985579028	78.6541197794689	51.02275846440355	17.015213971301513	114.79068364127411	53.03109763964135	74.38270992087503	79.72001593385912	51.36416613999605	86.32630826196113	118.60535448538258	92.98060739804832	60.60457351988335	118.6503907246066
1677857	Hungateiclostridium saccincola	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	214.7085481156878		97.2944083747926			48.37837313453518		44.29601024922688	66.98355912092745	37.13586401415965	141.33850137702265	27.429725871536284	194.5439296189033	112.57587730934644	14.74603613636552	173.8349927395859	37.79948751967427	81.76301114065258	70.77721836061026	279.7928879524227		183.4835802188869	79.30239904031195	129.02767129293352	81.29307246572662	65.76230520960655	301.22600269998827	34.975884354540206			167.0316603316364	70.01212452990247	126.39031421333176			28.765525173242835	18.608332244877204	18.355874916587386	32.03387620812421	31.348807449122432
1678841	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	37.88689325281975		84.61932526638765	24.46694879263025				63.05548228816553	31.08558710094432	53.93209917355193		23.46696228896294						59.83187641021024				13.211604574879722		19.491102108252537								28.769535960759047				16.322469731770497	18.5634266490277			
1679721	Herbinix luporum	Herbinix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	14.861901392171312		265.2337385105289	23.196676903876973		957.6173752669874	35.64844595648644	239.94163388314715	460.7261845999125	622.9569114310711	312.7783204350296	478.1214948723188	202.30682535211824	626.5803107627283	287.2680052661956	179.30136880591851	104.1282921155212	544.4590107625206	973.4438426121736	115.5859551432444	15.549624272643028	132.67879307454942	128.19464278861446	560.7696745305137	686.5282276666427	2309.1386806225905	804.0389496328585	83.93062636491273	262.21535552950314		282.1426813749557	130.41109231733054	842.0655967239414			242.36761053839123	70.85004921412919	34.543020041738366	70.11504966266128	508.7035881745814
168384	Marvinbryantia formatexigens	Marvinbryantia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	18.09509078737397	27.39556455171395	73.33479545326826	55.38127729602616	29.627663161155866	158.59376535035182	28.92974091942477	62.4822348049719	136.0509646783316	123.9093686549876	192.80146521685464	205.001547458632	143.11960059128683	334.40400486797154	194.0643672495353	35.38491911205822	24.30185100929994	54.71881426786924	77.78682134769417	243.22153490915608	54.53324333538148	32.247545514424424	126.18704125729712	136.464655741426	143.3031132356294	107.34942311275094	102.56559424399065	143.0720066741919	67.27158310114048	13.56159083117418	126.04392639381908	52.65678708472168	205.9270983898891	45.464517666163	26.8467332634081	124.77337301128064	70.44563505006221	58.24441693558937	59.5221491844484	219.26524326019424
1686296	Gabonia massiliensis	Gabonia	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			37.34147625436299				22.213018609427053	31.26230917905753										32.923008156132134				32.63206031464146										14.634322958659164								
169177	Exiguobacterium undae	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria									17.02336018980824																															
169402	Wolbachia endosymbiont of Folsomia candida	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria						15.623694012629604								38.383313930518895						29.39981418437656					22.47025305369621								36.9752789865863							
169435	Anaerotruncus colihominis	Anaerotruncus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria										20.70225825511772											47.799495479128886																			
1697053	Oblitimonas alkaliphila	Oblitimonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																									2384.316297349544															
1702221	Faecalibaculum rodentium	Faecalibaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria																											58.57704649724136								14.247936880181555				23.36921738215232	
1703	Brevibacterium linens	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria																									71.30853290304027															
1705	Corynebacterium stationis	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria																									25.108638346140943															
1712515	Butyricicoccus faecihominis	Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	17.09261907401084		23.103205608879797								57.89203901911674		33.3289499217343	24.07055540423149	26.79180220692941	42.898764248328064		12.063053238375671	26.70322218544692	32.98445128619838	16.79157923551681	24.48965539211149			37.44389428239996		37.65124436469932	17.989956320483625			23.36401275443788		30.159902290552253			27.12562623126345		22.2452944817329		31.016815288972968
1712675	Turicibacter sp. H121	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria																			37.75052370259248				45.24344191348551																	
171437	Tistrella mobilis	Tistrella	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria																																	13.510023535371024							
1715860	Staphylococcus sp. AntiMn-1	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	118.7371495690937	7497.262160247455	102.96991738131304	332.07179299120344			1158.7174475688855	30.51402728153664						103.99348074684612		335.6775740226508		17.87523901853116	26.651241797168463	12.09098276197502			33.58493985665193		236.72082027072005		74.4859034915165						492.79431644078807			26.697733272086538		2553.8519505068234		
1720200	Anaerotruncus rubiinfantis	Anaerotruncus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	30.75621731613345		295.2039138189621	138.81691940881083		106.99786792262192	61.31312741441072	138.1834200860249	115.07528807015755	491.4321817271822	256.1310145609915	360.9675952933248	76.26197326597187	288.270690296692	92.31689672959185	72.90501896161462	15.647642096948417	70.40346946357893	92.6319962334766	166.02280337311618	352.6870340248119	131.13072445932983	20.537976053817445	32.14558368277523	174.9579994495708	333.4364608980951	109.48272056564788	102.29792653781018			142.3884831714117	55.33900716368006	132.17408615459686	24.198485742322585		305.9055392628543	24.001861047806983	33.31346440748249	48.92782011373175	194.44716033170772
1720294	Eisenbergiella massiliensis	Eisenbergiella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1363.1304669306885	247.21746415779737	7118.586247535655	7702.01944353411	910.9766242217696	5617.3115759891525	691.5405617131868	2866.408252657061	4558.993431032819	2540.240261713014	11376.65877738241	5746.2409794426485	2501.3192680610687	6055.471362027226	4707.435959264022	3507.871400171944	1205.917696584725	4031.13947365968	4000.369979911952	2792.8717999044934	1402.564165712915	1035.852555168567	1009.3396966959842	3189.247248192495	6103.498986992555	10758.701645531428	8591.312895469098	2506.3370885376826	1178.124866529228	103.25502490029562	2485.266153640148	796.0283089888138	9854.00189987971	111.72793068917292	240.04007729512955	4390.594998797223	2615.491746450258	2268.840971324018	1556.4161485508232	3115.2160608792933
1725232	Candidatus Desulfovibrio trichonymphae	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria													26.64291145848925							15.349261745788002					17.439975984427658				22.84511094465713									15.176741590200646		13.45420861389274
1732	Eubacterium oxidoreducens	Eubacterium	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	96.54890507723434	62.35850606678286	424.7745136036618	359.8252308793689	112.16603793265055	318.61351406081855	166.76268211749013	613.6793489847771	477.3466019333628	464.4228598862188	1042.2340613033211	699.9237738908382	484.434165677865	653.3180995870115	1860.881707946343	385.7471371864231	119.7545330085906	472.0932682079043	334.0877175913853	1447.821744966195	451.0520648651234	495.1723229508135	458.0520269117455	427.5847791598006	743.6002768609367	706.4842757537725	1840.095121491008	428.2398631637862	95.98430257424197	19.92079821716945	818.5152693460243	275.2853108034084	1100.1821278211364	76.85674940847143	43.641524505755896	584.122648217416	90.2397994421374	75.02275841303297	96.89317012121718	960.617044840276
1737	[Eubacterium] tenue	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																		25.948798284253403	23.52038338237782																					
1737356	Pedobacter zeae	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria																		14.989390442510484																						
1737571	Bacillus oryzisoli	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria								38.596823120586045																																
1745713	Bariatricus massiliensis	Bariatricus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	57.24124810834393	33.50127450219725	177.86417046742534	110.5708864495715	17.31378276186251	188.9503706958129	73.03797432287104	148.48826278279458	129.70595461774172	93.8535152889366	208.3754330843709	118.83747026939808	247.63848426543996	275.73643289218666	344.6450549476312	80.73413007017889	20.849223702668404	90.74811397227428	48.880903084825526	170.84622913682148	131.19372211725786	73.68767473397104	46.79178302606231	100.10429556370237	228.0383352060221	190.4333002334666	468.4505565338839	41.962759635044094	24.650681612352987		191.3344260085786	26.827020133212915	315.825920833541	72.24150394954918	19.166299120722226	176.77275911537347	89.3440910608054	137.21997330191692	58.93231835294189	303.70786566972714
174709	Allobaculum stercoricanis	Allobaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria																											34.746019773728825								20.799645647778416				29.668225736217067	
1750719	Kurthia sp. 11kri321	Kurthia	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria			64.11665660641103					1605.6829867426302																												932.8518520260136				
1761012	Peptococcaceae bacterium DCMF		Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	303.46429096484104	18.78566792537637	134.9139643098158			329.6432236506715	18.917722672330715	99.54826131742924	180.89984614369885	228.4203963371714	37.35607020484262	70.57548682528635	30.74393059358063	257.42487150472647	160.1708182616976		27.07335418322167	140.5265338254673	258.7687098426577	133.35188140484485	17.865241037071737	20.629200730148668	132.42538585876005	62.13679683749246	125.44993366152356	155.64867154361198	569.431638214473	90.87314562286144	32.015107949862035	23.642274886656736	177.08095671452878	33.84764329065724	195.8675555927346	24.023863857152108		94.64251826325886		154.61414045755217	31.69943099648344	196.91663436858468
1769424	Lactobacillus caviae	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		41.24040578549411					107.56789855180976																24.0159331440914						72.64332955978851					115.7568539634598	336.69166728569644				11.993760216444375	
177412	Fucophilus fucoidanolyticus	Fucophilus	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria						18.082189994032344				22.221171671296748			10.469929207269246	58.49384787397452					24.420303565193727						49.39409271347545	38.7745145469517			19.6979350587674											
1776382	Neglecta timonensis	Neglecta	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	192.1738720692617	27.736736589483453	78.27010791934258	714.4845927790398	32.36015837603384	220.79074639777912	99.54780155276828	35.547793304801864	161.34667764356217	188.5976368633332	781.572740224439	644.4262534607894	110.54639238402063	147.11621955045587	445.5290151550609	222.86090347525877	19.42385361928543	69.40854636168326	46.49432939450617	503.3907059212478	60.02521631764425	412.4828967997077	30.03983587579458	53.06368486925823	258.83730352637025	794.2283186222634	204.88704257900253	85.21380861465286	26.00726441185721	33.028601835155065	153.26883068942274	879.0725351473445	56.09787448933197	64.57794132429633	55.15069917893191	485.1449833411422	177.8155676485925	139.13607952634783	189.93334099360712	237.2478711206157
1776384	Emergencia timonensis	Emergencia	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	12.88200959954354		46.04097931081306			56.73170533669408	19.066228950993366	20.025167687982208	41.86637716749381	63.79332429556855	37.85220180669302	21.704129588304028	30.80898448683189		18.940246903211165	44.7226997128709		30.758210666491816		36.9446299224004		12.214666208595244		16.4367445847339	30.818667680785424	13.002060079152384	17.812596523177117				68.34591574353688	16.545126045030546	88.86776449916026			14.221905047609097	19.47764108277264	18.567264227960692		31.03735299603032
1776391	Romboutsia timonensis	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria											19.715077254417533								451.6169071255972		25.821493455925108												23.56543549673622							
1776392	Massilimicrobiota timonensis	Massilimicrobiota	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	11.168186589400118													19.48233692051286		33.144071956733896									20.086910676912755						11.860697783123864			15.3948220713735						
1778406	Comamonas aquatilis	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria		92.1552461881546																																						
178214	Facklamia hominis	Facklamia	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																									22.97493726769009															
1794912	Anaerosporomusa subterranea	Anaerosporomusa	Sporomusaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria																												19.89582976876188												
1796613	Bacteroides caecimuris	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			27.799678389242395	17.813045922878647				43.23535091975052		46.050157654843616						35.53950323537398		18.928446029764338				23.127774316098023		21.56388375265437							19.11680491604173		53.25854121396884							
1796616	Blautia sp. YL58	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	90.0055646316828	46.650007687914425	340.108071169988	189.00822554484031	35.693884236610735	910.577048758974	125.55461755813754	172.95967686628546	410.2627326239745	269.53006268824834	1907.484864616347	330.7874130111449	399.44608640378425	1131.3490637175164	354.031951877465	256.737207828344	50.42896903910536	301.84232079614304	112.53479561924836	270.6118096220861	73.85459874807451	136.32205504992615	106.87204809674282	152.78649304624795	865.5522448167385	1197.6356938066756	803.9470798451636	97.05553505433298	58.79467874252438	17.64545778255787	182.7950592751905	129.96619642339564	1079.381958204737	213.5660013716785	33.74387460948489	432.2180233575949	264.18642194263737	156.77530147568646	100.0544180538125	706.3277686531026
1796618	Cuneatibacter caecimuris	Cuneatibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	138.44053232565838	17.655727294159433	17.124125425676993	30.84410284100172		115.5474339851522	40.49351771522277	17.23614075758995	26.78063201200729	28.070544078680545	108.08658576817857	29.095580465188505	82.6143084493488	32.660566328040176	59.52313059944889	30.634072656886843	20.700867570098257	45.63329506703455	44.69938700519186	82.43331193547819	81.08061483161516	71.26399558950838		49.999760857072864	39.871412976297634	32.26594882839156	127.32151052059724	11.478432952567733	62.94185329413592	15.930239883485662	40.08470104334128	33.047072997950224	38.03964599692623			41.05623004730952		24.173512855417048	23.41272411981988	329.78877876914805
1796620	Acutalibacter muris	Acutalibacter	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	370.8912120287878	54.3989935258852	285.2742316494145	1080.665655913039	29.0483516180417	591.8199970573414	64.38603290390135	91.11920546853378	360.3579827879404	334.053244654787	2554.4881950099893	1026.7402629122166	193.8577236566008	274.8641459948036	500.22885592085873	552.4108299584399	37.78598358019448	214.9872001619269	136.49969766992558	415.90277802114696	22.108976223935365	605.2075042958268	139.3520008920494	159.25673850380335	363.9521332665584	333.86977644726187	382.8637774225911	72.75840283769864	47.02852042945464	78.07073645258774	617.6834756425076	388.29655455899007	187.77638892256147	33.57841194350325	44.431972541019526	432.7555197102679	60.71232751603638	136.49038474445197	91.84284880536684	284.05516546437417
1796622	Extibacter muris	Extibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																								24.30026250051669
1796628	Longibaculum muris	Longibaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	27.87414713874384													35.615897587739994		40.0650599868046				38.85770845329743							46.08746333282208				15.169508581677317			32.652905642930726						
1796646	Muribaculum intestinale	Muribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	2214.7610519025134	49.03168764391936	2832.8594614399462	4481.257138628466	70.35062341852696	2560.3399202307564	2196.1223043266214	3898.525306722575	5070.012002971092	3875.175068644581	788.119812699401	3029.555973979535	910.082384291502	1116.8365673654691	1332.8580440181142	6835.682482602304	443.33242781751096	2783.492525882159	1311.582041338367	1106.7619554824278	975.0469712101938	1893.955222090949	5344.065736079106	2952.7747157126155	1757.4482200599234	1005.9025009219732	5035.447563247276	1061.6726739143796	139.06371934550805	208.06861030527608	3057.791012603238	625.7239879823101	3596.753583714892	597.7939510648082	251.6783317758827	1074.6885478912118	569.279738520095	1239.3097167061032	689.0821080047948	787.6034071593407
180164	Blautia schinkii	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria						23.519200609876396																																		
180295	Atopostipes suicloacalis	Atopostipes	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																									3258.097297185672															
1802984	Candidatus Fokinia solitaria	Candidatus Fokinia	Candidatus Midichloriaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria														15.041587815668333						75.51156510035825																				
180332	Robinsoniella peoriensis	Robinsoniella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	419.51497361894894	155.13864648686405	461.24539449590895	326.7012329462782	100.62199302759164	4841.709761166454	523.4968451123424	247.43241231541884	613.3246297386687	452.34225866719737	1213.118717958361	994.287723356396	1499.2791606382898	1431.5403186587962	695.8529308282015	712.0551656780663	390.85748323099847	765.5684507852156	2613.961881876282	547.4794593288823	253.00625501266927	452.3490205714115	188.60918548435276	1561.242342211144	1942.1277925097413	2617.5094195103143	2623.546393849901	334.0413515289158	491.7696009253542	54.77747783562008	693.3181669979408	111.45464402014925	2762.370517876889	65.16196891244029	164.80166122183488	1358.4066957488674	413.1149933563877	326.45425351640944	289.0018414691045	577.1350431976954
1804625	Ruficoccus amylovorans	Ruficoccus	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria														36.17968069460159					21.97987727227685						11.595228136662636				46.92760233273667											
